feedback_id,submitted_at,channel,region,plan,severity,text,audited_requirement_id
FB-0813,2026-01-10,in_app,IN,free,4,Please improve high-quality audio delivery across devices. This has been missing for a long time.,
FB-0814,2026-03-12,in_app,ID,student,3,Please improve high-quality audio delivery across devices. I would use this immediately.,
FB-0815,2026-08-04,in_app,US,family,4,Playback quality negotiation is inconsistent across my devices.,
FB-0816,2026-07-21,app_store,MY,duo,2,Modernize audio delivery so quality settings are reliable. This has been missing for a long time.,REQ-312
FB-0817,2026-03-26,app_store,IN,free,3,Please improve high-quality audio delivery across devices. This has been missing for a long time.,
FB-0818,2026-07-15,support_chat,PH,student,3,Codec negotiation sometimes chooses the wrong quality. This has been missing for a long time.,REQ-312
FB-0819,2026-05-01,app_store,TH,family,1,Why does the desktop app open on startup?,
FB-0820,2026-07-23,support_chat,IN,free,1,The app icon changed after the update and I prefer the old one.,OTHER
FB-0821,2026-06-19,app_store,ID,free,2,Can I hide recently played items from my home screen?,
FB-0822,2026-06-07,app_store,IN,duo,2,Please add more colors to playlist covers.,OTHER
FB-0823,2026-03-11,community,DE,student,2,My profile picture upload is blurry.,
FB-0824,2026-06-06,community,GB,free,3,Can I rearrange the settings menu?,
FB-0825,2026-01-04,in_app,JP,family,1,Can I hide recently played items from my home screen?,
FB-0826,2026-03-13,email,TH,student,1,The share button is too close to the menu button.,
FB-0827,2026-03-26,community,PH,individual,1,The app icon changed after the update and I prefer the old one.,
FB-0828,2026-04-25,support_chat,MY,free,1,My profile picture upload is blurry.,
FB-0829,2026-08-25,support_chat,BR,free,1,Can I hide recently played items from my home screen?,OTHER
FB-0830,2026-07-24,in_app,MX,student,3,Please add more colors to playlist covers.,
FB-0831,2026-04-28,community,US,free,2,Please add more colors to playlist covers.,
FB-0832,2026-05-19,app_store,US,duo,2,Can I hide recently played items from my home screen?,OTHER
FB-0833,2026-04-11,email,MY,duo,1,Please let me rename devices in account settings.,
FB-0834,2026-08-09,in_app,MX,student,1,Can I rearrange the settings menu?,
FB-0835,2026-06-24,in_app,BR,student,1,Please let me rename devices in account settings.,
FB-0836,2026-07-08,support_chat,SG,duo,1,My profile picture upload is blurry.,
FB-0837,2026-04-10,email,JP,free,1,Please let me rename devices in account settings.,OTHER
FB-0838,2026-06-12,app_store,US,student,3,Can I rearrange the settings menu?,OTHER
FB-0839,2026-06-11,email,JP,family,1,My profile picture upload is blurry.,OTHER
FB-0840,2026-06-11,email,ID,duo,1,I want a different notification sound.,
FB-0841,2026-04-20,app_store,SG,student,1,The app icon changed after the update and I prefer the old one.,OTHER
FB-0842,2026-01-05,app_store,PH,individual,2,My profile picture upload is blurry.,
FB-0843,2026-05-14,community,JP,student,2,Please make the login screen remember my email.,
FB-0844,2026-04-20,community,MX,student,1,Please let me rename devices in account settings.,OTHER
FB-0845,2026-05-25,community,JP,free,2,Please make the login screen remember my email.,OTHER
FB-0846,2026-02-13,community,DE,family,1,Why does the desktop app open on startup?,
FB-0847,2026-04-27,in_app,SG,student,2,Why does the desktop app open on startup?,
FB-0848,2026-05-09,email,US,individual,1,My profile picture upload is blurry.,OTHER
FB-0849,2026-06-26,email,SG,individual,1,Please let me rename devices in account settings.,
FB-0850,2026-07-23,support_chat,DE,family,1,My profile picture upload is blurry.,OTHER
FB-0851,2026-01-10,app_store,SG,individual,1,Please add more colors to playlist covers.,
FB-0852,2026-06-14,in_app,MX,duo,2,I want a different notification sound.,
FB-0853,2026-06-21,app_store,SG,duo,2,Can I rearrange the settings menu?,
FB-0854,2026-08-08,in_app,DE,student,2,Can I hide recently played items from my home screen?,
FB-0855,2026-04-01,community,MY,family,2,Please add more colors to playlist covers.,
FB-0856,2026-06-08,community,BR,individual,1,I want a different notification sound.,
FB-0857,2026-07-21,community,US,family,2,The share button is too close to the menu button.,
FB-0858,2026-01-11,community,IN,individual,2,The share button is too close to the menu button.,
FB-0859,2026-04-24,app_store,DE,free,2,Can I rearrange the settings menu?,
FB-0860,2026-07-19,email,IN,individual,1,Can I hide recently played items from my home screen?,
FB-0861,2026-03-12,email,BR,student,3,My profile picture upload is blurry.,OTHER
FB-0862,2026-01-22,support_chat,US,student,2,Why does the desktop app open on startup?,OTHER
FB-0863,2026-03-28,email,MY,free,1,Can I rearrange the settings menu?,OTHER
FB-0864,2026-05-06,in_app,BR,family,1,Can I hide recently played items from my home screen?,OTHER
FB-0865,2026-05-25,community,US,family,1,Why does the desktop app open on startup?,
FB-0866,2026-07-25,community,ID,individual,2,My profile picture upload is blurry.,OTHER
FB-0867,2026-01-04,email,US,free,1,Why does the desktop app open on startup?,OTHER
FB-0868,2026-03-13,email,MX,individual,1,The app icon changed after the update and I prefer the old one.,OTHER
FB-0869,2026-06-06,community,TH,duo,1,I want a different notification sound.,
FB-0870,2026-07-14,in_app,TH,duo,3,Can I hide recently played items from my home screen?,
FB-0871,2026-07-17,in_app,PH,student,2,Why does the desktop app open on startup?,OTHER
FB-0872,2026-06-18,in_app,DE,duo,2,The app icon changed after the update and I prefer the old one.,
FB-0873,2026-01-10,community,PH,individual,2,I want a different notification sound.,
FB-0874,2026-02-07,in_app,SG,free,1,Please add more colors to playlist covers.,
FB-0875,2026-01-19,app_store,MY,individual,1,The share button is too close to the menu button.,
FB-0876,2026-05-22,in_app,ID,duo,1,Please make the login screen remember my email.,OTHER
FB-0877,2026-08-19,community,PH,family,2,The share button is too close to the menu button.,
FB-0878,2026-04-18,app_store,DE,individual,1,The share button is too close to the menu button.,
FB-0879,2026-03-10,app_store,IN,individual,2,I want a different notification sound.,OTHER
FB-0880,2026-02-10,app_store,MY,free,1,The app icon changed after the update and I prefer the old one.,OTHER
FB-0881,2026-01-24,support_chat,SG,duo,2,Please make the login screen remember my email.,OTHER
FB-0882,2026-05-17,email,GB,individual,3,My profile picture upload is blurry.,
FB-0883,2026-06-25,app_store,ID,student,3,My profile picture upload is blurry.,
FB-0884,2026-05-16,support_chat,MY,individual,2,The share button is too close to the menu button.,
FB-0885,2026-04-27,support_chat,TH,student,1,My profile picture upload is blurry.,
FB-0886,2026-08-27,support_chat,JP,duo,1,I want a different notification sound.,
FB-0887,2026-05-20,email,JP,student,1,Please let me rename devices in account settings.,
FB-0888,2026-08-23,community,ID,student,1,Can I rearrange the settings menu?,OTHER
FB-0889,2026-01-22,community,SG,family,2,Please make the login screen remember my email.,
FB-0890,2026-06-08,email,IN,student,1,The share button is too close to the menu button.,
FB-0891,2026-05-08,support_chat,DE,free,2,My profile picture upload is blurry.,
FB-0892,2026-01-21,in_app,DE,duo,3,The share button is too close to the menu button.,OTHER
FB-0893,2026-05-23,app_store,PH,family,1,Can I rearrange the settings menu?,
FB-0894,2026-07-03,email,JP,duo,3,Can I rearrange the settings menu?,
FB-0895,2026-01-11,support_chat,IN,family,2,My profile picture upload is blurry.,OTHER
FB-0896,2026-08-15,app_store,MY,family,2,My profile picture upload is blurry.,
FB-0897,2026-03-08,community,GB,student,2,I want a different notification sound.,
FB-0898,2026-08-25,community,JP,student,1,Please add more colors to playlist covers.,OTHER
FB-0899,2026-03-24,app_store,JP,duo,2,My profile picture upload is blurry.,OTHER
FB-0900,2026-02-06,app_store,MY,duo,2,I want a different notification sound.,OTHER
FB-0901,2026-03-20,community,SG,individual,2,Please make the login screen remember my email.,OTHER
FB-0902,2026-08-13,email,MX,duo,1,Can I hide recently played items from my home screen?,OTHER
FB-0903,2026-03-09,email,BR,family,1,The app icon changed after the update and I prefer the old one.,OTHER
FB-0904,2026-08-05,in_app,ID,family,2,Please make the login screen remember my email.,
FB-0905,2026-08-19,community,TH,free,2,Please add more colors to playlist covers.,
FB-0906,2026-01-21,email,DE,free,2,Please make the login screen remember my email.,
FB-0907,2026-03-18,email,MX,student,2,Why does the desktop app open on startup?,
FB-0908,2026-02-13,support_chat,IN,individual,1,My profile picture upload is blurry.,
FB-0909,2026-03-16,community,GB,individual,1,I want a different notification sound.,
FB-0910,2026-06-19,app_store,JP,family,1,The app icon changed after the update and I prefer the old one.,OTHER
FB-0911,2026-01-20,support_chat,BR,student,1,Why does the desktop app open on startup?,OTHER
FB-0912,2026-03-12,app_store,PH,individual,2,Please add more colors to playlist covers.,
FB-0913,2026-05-08,support_chat,MY,family,1,Why does the desktop app open on startup?,OTHER
FB-0914,2026-06-17,app_store,MX,duo,2,Please make the login screen remember my email.,
FB-0915,2026-03-06,email,ID,family,2,The app icon changed after the update and I prefer the old one.,
FB-0916,2026-01-06,support_chat,JP,duo,2,Please let me rename devices in account settings.,OTHER
FB-0917,2026-05-17,email,MX,duo,1,Please make the login screen remember my email.,
FB-0918,2026-03-11,support_chat,SG,family,2,Please add more colors to playlist covers.,
FB-0919,2026-06-19,email,MX,family,2,Please make the login screen remember my email.,OTHER
FB-0920,2026-02-25,community,ID,family,1,Can I rearrange the settings menu?,OTHER
FB-0921,2026-05-06,in_app,MY,free,1,Can I rearrange the settings menu?,OTHER
FB-0922,2026-07-21,email,GB,free,1,My profile picture upload is blurry.,
FB-0923,2026-07-14,support_chat,SG,duo,2,Please make the login screen remember my email.,
FB-0924,2026-07-07,community,TH,free,2,Please make the login screen remember my email.,
FB-0925,2026-03-04,app_store,ID,student,1,The app icon changed after the update and I prefer the old one.,
FB-0926,2026-03-24,support_chat,DE,free,2,Please let me rename devices in account settings.,
FB-0927,2026-04-22,community,US,duo,1,Please make the login screen remember my email.,
FB-0928,2026-03-19,email,SG,student,1,The share button is too close to the menu button.,
FB-0929,2026-04-03,community,MX,family,2,Please let me rename devices in account settings.,
FB-0930,2026-05-24,app_store,ID,student,1,Can I rearrange the settings menu?,
FB-0931,2026-08-08,app_store,IN,student,1,Why does the desktop app open on startup?,
FB-0932,2026-08-12,app_store,GB,individual,3,Can I rearrange the settings menu?,
FB-0933,2026-07-09,support_chat,BR,duo,2,Please let me rename devices in account settings.,OTHER
FB-0934,2026-07-26,community,JP,free,2,I want a different notification sound.,
FB-0935,2026-03-22,app_store,ID,individual,1,Please let me rename devices in account settings.,OTHER
FB-0936,2026-02-06,support_chat,MY,individual,1,The share button is too close to the menu button.,
FB-0937,2026-01-06,community,SG,free,3,Why does the desktop app open on startup?,
FB-0938,2026-02-26,support_chat,DE,free,2,My profile picture upload is blurry.,
FB-0939,2026-07-02,in_app,TH,family,4,My profile picture upload is blurry.,
FB-0940,2026-01-16,support_chat,GB,family,1,Why does the desktop app open on startup?,
FB-0941,2026-04-13,community,US,family,1,Please add more colors to playlist covers.,OTHER
FB-0942,2026-02-22,community,PH,family,1,Please let me rename devices in account settings.,
FB-0943,2026-07-11,support_chat,JP,family,2,Please make the login screen remember my email.,
FB-0944,2026-07-07,in_app,ID,free,1,Please add more colors to playlist covers.,
FB-0945,2026-06-25,community,IN,student,2,Why does the desktop app open on startup?,
FB-0946,2026-06-09,in_app,PH,student,1,Can I hide recently played items from my home screen?,OTHER
FB-0947,2026-03-25,app_store,TH,family,2,Please let me rename devices in account settings.,
FB-0948,2026-03-14,support_chat,SG,student,1,I want a different notification sound.,OTHER
FB-0949,2026-02-12,community,PH,duo,2,Please let me rename devices in account settings.,
FB-0950,2026-04-16,email,TH,individual,2,Why does the desktop app open on startup?,OTHER
FB-0951,2026-06-22,email,IN,student,2,The share button is too close to the menu button.,OTHER
FB-0952,2026-01-12,in_app,SG,family,2,Please make the login screen remember my email.,
FB-0953,2026-03-23,app_store,MX,free,2,Please add more colors to playlist covers.,
FB-0954,2026-06-03,app_store,DE,individual,2,Can I hide recently played items from my home screen?,
FB-0955,2026-03-23,in_app,IN,duo,1,The share button is too close to the menu button.,
FB-0956,2026-06-28,community,IN,family,1,Can I rearrange the settings menu?,
FB-0957,2026-05-10,in_app,SG,duo,1,I want a different notification sound.,
FB-0958,2026-07-15,email,BR,student,1,Can I rearrange the settings menu?,
